0.361850385,0,0.423488789,0.032809652,0.375080754,0
0.3751327,0,0.831156678,0.010318787,0.362306324,0
0.383540296,0,1.350900836,0.005794861,0.283495739,0
0.393747665,0,0.884336369,0.006714,0.412567484,0
0.77417805,0,0.687390225,0.057501015,0.236265423,0
0.302047732,0,0.874251427,0.058089013,0.977287326,0
0,0,0.614482068,0.09577352,1.659855862,0
0,0,1.059002143,0.085642767,1.119969603,0
0,0,0.734984636,0.312823436,0.50988936,0
0.027858723,0,1.561232052,0.193761386,0.775223611,0
0,1.250033674,0.381715137,0.031635661,0.281117677,0
0,1.066116317,0.388180892,0.033878331,0.29189223,0.21912169
0,0.075918656,0.89392012,0.014837493,0.220814116,0.843652586
0,0,0.455199064,0.041116081,0.109106564,0.917161717
0,0.184620574,0.423811552,0.0149295,0.220931704,0.814309301
0,0.112774401,1.294988241,0.014558053,0.152288026,0.402373817
0,0.107972905,1.439608341,0.013699167,0.143363381,0.871066286
0,0.401156189,0.451956263,0.034304167,0.25502378,0.25933245
0,0.071463519,1.012150624,0.012372687,0.342472498,0.832500252
0,0.008647684,0.50306113,0.038514312,0.307676332,0.357442975
0,0.031041506,1.493711588,0.024886415,0.444072852,0.308908904
0,0.177412383,0.48568748,0.012879647,0.291084825,0.558565556
0,0,0.53366745,0.032908138,0.267997962,0.910538608
0,0,1.553243364,0.04578465,0,0.440396595
0,0,1.53335011,0.028662821,0.013784438,0.444791318
0,0,1.611217669,0.038956029,0.004497198,0.41783649
0,0,0.532087622,0.041088489,0.02237395,0.828460067
0,0.282594332,0.718813204,0.011716594,0.171457432,1.228119895
0,0.297198898,0.968005053,0.013830262,0.076874621,1.245401869
0,0.127349995,0.342571314,0.041483684,0.151296633,0.833608588
0,0.789226694,0.506363687,0.011168008,0.158560856,0.458531097
0,0,0.197821647,0.063142056,0.338184265,1.166537255
0,1.218795519,0,0.020617653,0,0.324762876
0.08978234,1.391586722,0,0.074585708,0,0
0,0.797455077,0,0.128082562,0,0
